case	distancePaper	distanceNosotros	optimos
5083	6399	4952	5691
5084	2899	1825	2509
5085	1328	1054	1239
5086	2696	2165	2442
5087	1583	691	1436
5088	4499	3331	3899
5089	5199	4066	4684
5090	0	468	649
5091	1383	887	1254
5092	2373	1591	1914
5093	1369	638	1272
5094	6098	4050	4904
5095	3233	2453	2977
5096	4999	3039	3626
5097	1595	1083	1469
5098	1979	1461	1827
5099	986	465	913
5100	2298	1628	2079
5101	0	993	1249
5102	2598	1820	2365
5103	6599	4357	5176
5104	997	450	882
5105	3499	2158	2803
5106	0	374	565
5107	5599	4024	4790
5108	2999	2249	2707
5109	1898	1126	1521
5110	5699	3613	4385
5111	4699	3723	4278
5112	339	357	723
5113	2670	2151	2403
5114	5399	3986	4689
5115	3562	2805	3151
5116	5399	3686	4366
5117	2253	1518	2047
5118	3099	1985	2411
5119	0	429	620
5120	4299	3162	3772
5121	2618	2054	2438
5122	0	3679	4178
5123	1385	629	1249
5124	0	552	724
5125	143	176	362
5126	1258	986	1162
5127	2699	1792	2371
5128	1199	673	929
5129	2698	2054	2406
5130	6599	4954	5734
5131	1647	1241	1493
5132	1327	594	1199
5133	4699	3013	3572
5134	2297	1709	2078
5135	2699	1593	2019
5136	2899	1750	2412
5137	4751	3237	3832
5138	1370	982	1252
5139	2599	2077	2357
5140	1381	802	1239
5141	2099	1466	1910
5142	5299	4051	4786
5143	4399	3216	3948
5144	2797	1975	2492
5145	0	1775	2312
5146	1598	741	1442
5147	2196	1619	1847
5148	4699	3250	3790
5149	6099	3866	4635
5150	5699	4014	4696
5151	3599	2668	3137
5152	1698	1341	1622
5153	2099	1252	1876
5154	3200	2402	2722
5155	4699	3765	4287
5156	1297	731	1197
5157	1197	639	885
5158	1496	1089	1251
5159	4199	3245	3790
5160	1483	812	1207
5161	0	597	1035
5162	4850	3850	4398
5163	1699	1277	1544
5164	6899	4827	5414
5165	2499	1477	1890
5166	3998	2990	3529
5167	5499	3551	4160
5168	3799	2524	3003
5169	799	356	710
5170	4698	3355	4047
5171	5899	3648	4328
5172	0	966	1438
5173	0	532	880
5174	1394	626	1275
5175	3198	2361	2862
5176	3999	2592	3076
5177	0	3154	3793
5178	184	194	359
5179	2398	1634	2155
5180	2898	1835	2484
5181	4399	2882	3430
5182	1699	867	1159
5183	2175	1544	1866
5184	6199	3914	4765
5185	1679	1214	1587
5186	3698	2740	3366
5187	1284	871	1136
5188	2198	1258	1959
5189	1498	1176	1351
5190	878	468	700
5191	254	365	628
5192	1397	628	1268
5193	163	183	376
5194	5299	2662	3299
5195	2998	2170	2407
5196	4698	3633	4163
5197	3598	2595	3059
5198	1197	538	1085
5199	4898	3600	4142
5200	0	750	931
5201	6038	4415	5210
5202	1096	622	986
5203	1780	925	1279
5204	579	348	528
5205	989	441	883
5206	3200	1962	2477
5207	1173	816	985
5208	0	3021	3629
5209	4699	3488	4033
5210	0	1290	1747
5211	0	1052	1575
5212	0	1977	2404
5213	3698	2242	2801
5214	2998	2015	2733
5215	0	2038	2585
5216	2698	1829	2282
5217	0	367	549
5218	0	854	1311
5219	5899	4066	4782
5220	0	2438	2973
5221	4399	2721	3227
5222	657	447	627
5223	5399	4256	4832
5224	1399	965	1238
5225	5099	3616	4249
5226	2098	1311	1788
5227	1899	1252	1701
5228	3699	2631	3274
5229	5098	3879	4604
5230	1466	813	1178
5231	5099	4048	4593
5232	5299	4043	4736
5233	0	1064	1702
5234	3599	2322	2952
5235	159	170	351
5236	1698	906	1121
5237	4751	2516	3386
5238	3999	3027	3547
5239	3699	2371	3052
5240	0	3321	3926
5241	795	547	746
5242	353	367	729
5243	2870	1915	2453
5244	1551	1133	1383
5245	3037	1974	2431
5246	2597	1762	2403
5247	2899	2251	2475
5248	7599	5859	6605
5249	167	536	696
5250	5499	3681	4284
5251	2670	1986	2426
5252	0	5316	6040
5253	1496	567	789
5254	0	991	1534
5255	2375	1421	2062
5256	1494	973	1187
5257	3399	1939	2463
5258	3098	1567	2127
5259	1383	654	1275
5260	2078	1398	1678
5261	0	3676	4253
5262	335	355	712
5263	2398	1465	2166
5264	3067	2341	2776
5265	0	1069	1544
5266	265	274	517
5267	0	3272	3748
5268	1497	891	1151
5269	3799	2080	2571
5270	3699	2661	3284
5271	3198	1764	2198
5272	1581	1189	1350
5273	3799	2906	3213
5274	2699	2062	2361
5275	5699	4101	4687
5276	1098	633	932
5277	1938	1303	1510
5278	5999	4468	5182
5279	0	1350	1808
5280	3999	2619	3206
5281	3098	2297	2608
5282	2798	1758	2499
5283	1381	1114	1283
5284	3068	1933	2314
5285	4399	2826	3472
5286	169	178	360
5287	6599	4710	5571
5288	1257	916	1068
5289	3699	2848	3231
5290	0	2955	3475
5291	796	539	721
5292	2898	1908	2643
5293	0	3190	3843
5294	1581	730	1420
5295	0	814	995
5296	4699	3581	4214
5297	4098	3053	3589
5298	1199	592	930
5299	162	176	366
5300	2297	1621	2061
5301	2497	1242	1702
5302	0	988	1275
5303	1397	691	952
5304	2999	1755	2337
5305	1397	654	1262
5306	2078	1242	1600
5307	2998	1876	2251
5308	4099	2894	3462
5309	3299	2541	2833
5310	6399	3466	4312
5311	361	372	729
5312	271	278	550
5313	2176	1541	2009
5314	3798	2824	3462
5315	0	1646	2297
5316	2253	1442	1883
5317	2938	1776	2471
5318	228	252	516
5319	0	2211	2525
5320	2599	2051	2324
5321	2399	1439	1833
5322	1284	929	1100
5323	0	800	1055
5324	1272	900	1062
5325	3299	2497	2925
5326	4299	3216	3841
5327	1664	1370	1535
5328	3399	2432	2954
5329	2598	1607	2165
5330	2299	1525	2029
5331	2274	1777	2047
5332	2298	1632	2069
5333	3499	2376	2853
5334	1998	1446	1788
5335	1899	1200	1601
5336	5399	3691	4368
5337	1699	1116	1362
5338	0	3081	3536
5339	3399	1993	2434
5340	2299	1044	1348
5341	4899	3290	3781
5342	2097	1194	1702
5343	440	453	921
5344	1797	1119	1301
5345	6299	4052	4788
5346	5199	2957	3601
5347	4499	3256	3755
5348	3364	2412	2995
5349	1645	1317	1510
5350	356	373	740
5351	6399	4663	5363
5352	3999	3118	3562
5353	968	626	889
5354	2599	1717	2192
5355	6499	4372	5276
5356	0	4477	5181
5357	244	258	527
5358	0	1009	1543
5359	2496	1737	2026
5360	0	2448	3152
5361	2298	1732	2008
5362	4399	3208	3622
5363	3662	2280	2788
5364	1596	944	1159
5365	0	799	1075
5366	2697	1805	2462
5367	1186	522	1050
5368	3166	2497	2864
5369	1398	622	1252
5370	167	176	347
5371	2099	1370	1895
5372	4498	3531	4036
5373	4213	3099	3746
5374	1599	903	1085
5375	5399	2976	3708
5376	2076	1650	1926
5377	0	4955	5587
5378	5299	3378	4027
5379	0	530	807
5380	4498	3205	3742
5381	996	462	902
5382	4298	2959	3501
5383	1196	883	1061
5384	2698	1669	2078
5385	1171	890	1069
5386	4699	2970	3670
5387	1382	678	993
5388	3463	2355	2728
5389	1680	1133	1433
5390	1394	647	1277
5391	979	456	900
5392	1798	1399	1668
5393	3799	2558	3039
5394	1396	609	1268
5395	4999	3537	4245
5396	1799	1251	1607
5397	5699	3604	4232
5398	2999	2221	2591
5399	2398	1663	2202
5400	4399	3028	3728
5401	1795	1405	1564
5402	1385	835	1269
5403	4698	2329	3003
5404	1160	783	1002
5405	5699	3816	4510
5406	959	470	794
5407	4098	3052	3492
5408	0	2153	2754
5409	5899	3697	4465
5410	173	184	369
5411	256	446	717
5412	0	1804	2176
5413	4499	2597	3377
5414	2473	1557	1882
5415	3499	2309	2850
5416	1897	976	1165
5417	0	2982	3518
5418	1681	1023	1275
5419	1583	723	1433
5420	426	445	904
5421	2999	2330	2689
5422	2968	1976	2733
5423	2397	1465	2000
5424	0	1316	1670
5425	2498	1592	2062
5426	3599	2334	2777
5427	0	2315	2746
5428	0	983	1506
5429	978	539	886
5430	5298	3799	4368
5431	4199	2917	3327
5432	2276	1549	1833
5433	3199	1974	2405
5434	4499	3384	3858
5435	5299	3249	3851
5436	1199	502	1023
5437	5599	3792	4479
5438	1284	751	988
5439	5398	4294	4745
5440	2899	1693	2196
5441	2699	1868	2206
5442	0	3891	4499
5443	0	1608	1874
5444	4409	3312	3792
5445	1699	1014	1544
5446	0	2562	2927
5447	159	167	336
5448	307	331	675
5449	4299	2931	3681
5450	861	430	598
5451	171	180	360
5452	0	1675	2051
5453	0	2693	3320
5454	2298	1512	2038
5455	0	758	938
5456	4948	3953	4495
5457	6599	5212	5835
5458	984	437	859
5459	1648	1144	1472
5460	0	1455	1894
5461	4399	3314	3795
5462	439	454	901
5463	976	436	885
5464	1779	1177	1466
5465	2097	1399	1932
5466	1599	715	1451
5467	1959	1516	1775
5468	1340	614	1213
5469	337	348	720
5470	0	661	856
5471	1175	531	1067
5472	2969	2174	2521
5473	4198	2797	3368
5474	5198	4148	4584
5475	0	2620	3190
5476	2697	1804	2448
5477	3299	2432	2916
5478	5898	4211	4886
5479	2299	1574	1917
5480	3699	2446	2865
5481	0	3818	4335
5482	0	1002	1532
5483	4199	2721	3308
5484	2771	2250	2513
5485	1087	811	973
5486	2198	1254	1886
5487	4999	3472	4114
5488	0	992	1362
5489	2198	1290	1713
5490	3098	1984	2520
5491	5099	3885	4448
5492	3364	2245	2779
5493	0	1040	1314
5494	0	564	834
5495	2998	1955	2597
5496	1383	642	1254
5497	1598	740	1469
5498	1566	1093	1345
5499	2297	1322	1960
5500	2899	1725	2422
5501	1583	672	1409
5502	0	4042	4828
5503	155	270	354
5504	0	1016	1365
5505	2199	1476	1830
5506	1999	1181	1772
5507	3099	1934	2557
5508	3098	1686	2274
5509	268	284	552
5510	2276	1117	1478
5511	1699	851	1340
5512	275	277	547
5513	2672	1953	2248
5514	1033	584	927
5515	2899	1769	2276
5516	1534	899	1330
5517	328	338	720
5518	0	695	921
5519	1581	1183	1452
5520	0	828	1110
5521	4299	2960	3533
5522	1466	1116	1295
5523	2799	1787	2234
5524	0	342	478
5525	7199	5400	6138
5526	4099	3122	3658
5527	4998	3017	3540
5528	2098	1391	1708
5529	1598	710	1449
5530	3999	3181	3621
5531	2198	1234	1940
5532	1370	1074	1264
5533	2198	1642	2013
5534	1957	1432	1769
5535	1260	905	1063
5536	4652	3205	3839
5537	997	430	872
5538	1298	902	1175
5539	1198	675	793
5540	3998	2990	3576
5541	0	2419	2961
5542	6899	4801	5677
5543	0	799	1075
5544	1797	1054	1574
5545	168	180	374
5546	0	550	726
5547	0	713	1146
5548	0	2019	2609
5549	0	349	515
5550	1497	813	1273
5551	4499	3582	4131
5552	1680	1322	1512
5553	3798	2601	3183
5554	321	349	723
5555	2599	1855	2175
5556	1549	1076	1319
5557	1898	951	1556
5558	2898	2330	2499
5559	1565	1142	1397
5560	0	2940	3653
5561	0	4626	5278
5562	1298	891	1016
5563	268	280	575
5564	0	2411	3068
5565	1395	714	916
5566	2699	1840	2147
5567	2698	2105	2239
5568	3899	2817	3547
5569	3098	2429	2800
5570	0	4569	5218
5571	1819	985	1247
5572	1085	726	1008
5573	0	3642	4358
5574	3699	2435	2988
5575	1743	1416	1528
5576	5599	3961	4619
5577	411	431	875
5578	0	2422	2827
5579	1665	1118	1396
5580	5098	3222	3940
5581	1483	879	1123
5582	0	607	767
5583	2599	2028	2409
5584	257	461	743
5585	1186	905	1071
5586	696	363	534
5587	1879	1354	1712
5588	2799	1963	2399
5589	2097	1112	1820
5590	751	495	678
5591	1996	1190	1692
5592	1582	1318	1513
5593	5399	3936	4500
5594	4652	3157	3597
5595	1798	974	1544
5596	988	666	804
5597	0	540	717
5598	4399	3464	3991
5599	4157	2696	3203
5600	743	363	715
5601	3464	2299	2854
5602	1899	1134	1525
5603	2297	1828	2106
5604	332	348	715
5605	159	443	627
5606	0	1436	1653
5607	3799	2335	2754
5608	4599	3707	4252
5609	1583	1295	1464
5610	5898	3879	4595
5611	4998	3812	4450
5612	0	1391	1900
5613	467	479	920
5614	1534	1232	1385
5615	3165	2337	2863
5616	2670	2001	2457
5617	3599	2762	3229
5618	4899	3962	4440
5619	3068	2147	2432
5620	0	650	1069
5621	3699	2882	3259
5622	0	1254	1478
5623	3699	2239	2710
5624	0	467	649
5625	5199	3904	4460
5626	4099	3124	3526
5627	0	608	973
5628	0	1382	1943
5629	232	256	533
5630	0	655	918
5631	2298	1710	2042
5632	0	1606	2050
5633	2499	1408	1856
5634	1597	687	905
5635	1880	1459	1719
5636	1998	1152	1705
5637	0	5891	6598
5638	0	2019	2554
5639	1597	1251	1432
5640	248	261	551
5641	0	810	971
5642	3899	2879	3524
5643	1099	765	960
5644	3898	2428	3120
5645	2350	1412	1944
5646	0	1291	2001
5647	3099	1887	2407
5648	3998	3091	3454
5649	1186	540	1051
5650	3099	2130	2739
5651	0	3334	3901
5652	2176	1267	1912
5653	1696	1207	1351
5654	3799	2247	2761
5655	1383	1096	1291
5656	0	4767	5415
5657	2498	1714	2181
5658	3198	1899	2452
5659	2154	1290	2025
5660	0	2795	3333
5661	2798	2008	2330
5662	1999	1232	1642
5663	5399	4187	4654
5664	3099	2142	2732
5665	3699	2746	3222
5666	1999	1240	1742
5667	3499	2283	2722
5668	2598	1788	2259
5669	0	609	792
5670	2599	2067	2270
5671	929	674	840
5672	1778	1500	1687
5673	2597	1444	1891
5674	399	426	870
5675	3233	1834	2346
5676	1383	1114	1288
5677	1197	533	1069
5678	1096	849	1023
5679	1780	1039	1580
5680	3798	3071	3441
5681	3399	2510	2912
5682	0	1944	2182
5683	1566	733	1451
5684	4099	2877	3439
5685	3037	1672	2211
5686	1979	1189	1601
5687	1297	990	1172
5688	0	541	828
5689	0	1088	1286
5690	3562	2333	2742
5691	1399	978	1210
5692	2177	1660	1810
5693	3499	2755	3112
5694	2598	2134	2417
5695	0	1765	2050
5696	1780	1122	1535
5697	3365	2427	3057
5698	3232	2550	2912
5699	595	286	459
5700	1763	1228	1523
5701	0	432	620
5702	2999	2192	2749
5703	3398	2358	3059
5704	2299	1244	1615
5705	1195	545	1093
5706	2841	2278	2529
5707	1438	830	1147
5708	4213	2654	3441
5709	4799	3410	4007
5710	1385	988	1260
5711	999	755	933
5712	5939	4186	4945
5713	2325	1534	1880
5714	0	1179	1802
5715	975	435	882
5716	1699	1326	1516
5717	174	184	360
5718	0	1115	1382
5719	1596	993	1396
5720	1899	1347	1711
5721	3199	2323	2699
5722	766	349	702
5723	5899	4413	5125
5724	0	1008	1145
5725	996	484	915
5726	2398	1523	1889
5727	4398	2944	3561
5728	0	1098	1452
5729	5741	4046	4646
5730	1697	971	1511
5731	0	5635	6329
5732	1582	968	1192
5733	159	170	340
5734	1483	779	1052
5735	5899	4070	4763
5736	2297	1378	2096
5737	1697	1067	1481
5738	3698	2342	2922
5739	966	451	895
5740	681	448	637
5741	1273	668	1083
5742	0	492	605
5743	1581	1067	1258
5744	2598	1643	2199
5745	276	283	542
5746	6038	3166	4127
5747	1469	1047	1330
5748	4499	3128	3905
5749	2770	2189	2481
5750	0	869	1088
5751	0	1179	1627
5752	4499	3342	3946
5753	887	624	818
5754	0	1975	2440
5755	1399	1102	1277
5756	1385	928	1135
5757	3798	2210	2777
5758	1899	1419	1678
5759	3099	2382	2698
5760	1175	819	1089
5761	1185	277	543
5762	1899	1128	1772
5763	152	165	349
5764	4798	3690	4227
5765	793	450	548
5766	2299	1568	1971
5767	2499	1627	2265
5768	4099	2728	3199
5769	265	269	541
5770	3699	2444	2897
5771	1085	803	966
5772	172	277	438
5773	1196	544	1106
5774	3166	2132	2893
5775	0	400	541
5776	4199	3317	3770
5777	2276	1770	2053
5778	2273	1413	1725
5779	5299	3865	4571
5780	0	4229	4867
5781	0	1415	1984
5782	2598	1603	1997
5783	2899	1520	2169
5784	2598	1680	2136
5785	3798	2616	3133
5786	1797	1061	1490
5787	1499	1210	1387
5788	2672	1772	2398
5789	1498	840	1179
5790	0	1521	1894
5791	977	437	901
5792	6899	4755	5478
5793	875	550	730
5794	3599	2481	2899
5795	2999	1778	2293
5796	0	4229	4958
5797	1148	810	1086
5798	0	1410	1847
5799	3397	2294	2687
5800	3199	2036	2649
5801	6699	4273	5013
5802	1298	1024	1202
5803	0	550	725
5804	1678	906	1446
5805	4499	2847	3403
5806	3998	2620	3201
5807	3999	3009	3436
5808	3598	2091	2751
5809	2499	1991	2265
5810	2899	2050	2588
5811	3098	2094	2802
5812	1596	1182	1462
5813	0	556	749
5814	1614	879	1330
5815	3198	1983	2609
5816	170	367	564
5817	1396	1119	1303
5818	170	626	808
5819	2199	1227	1888
5820	2599	1832	2367
5821	180	447	643
5822	0	2919	3424
5823	3197	2540	2926
5824	2799	2037	2499
5825	6999	5298	6036
5826	974	274	451
5827	3399	2587	3135
5828	1597	738	1453
5829	4098	2773	3414
5830	0	3207	3779
5831	0	2837	3119
5832	1294	743	1005
5833	335	356	729
5834	3364	2641	2956
5835	788	349	714
5836	6799	4840	5579
5837	4198	3199	3618
5838	2572	2081	2289
5839	878	367	538
5840	2398	1698	1991
5841	2274	1676	2055
5842	2298	1544	1911
5843	1480	1202	1378
5844	4058	2664	3124
5845	3699	2568	3031
5846	0	1312	1883
5847	3199	2288	2643
5848	1897	991	1632
5849	5399	3356	3990
5850	5199	3387	4203
5851	0	361	543
5852	5299	3253	3752
5853	1199	540	1056
5854	320	346	712
5855	0	1888	2352
5856	896	642	817
5857	1398	1068	1172
5858	0	2189	2448
5859	4699	3659	4206
5860	265	276	547
5861	1998	1558	1847
5862	5399	3672	4290
5863	1397	869	1102
5864	0	1959	2314
5865	244	259	517
5866	1596	1295	1485
5867	844	383	526
5868	1064	632	729
5869	6099	4017	4724
5870	2297	1814	2089
5871	3364	2562	2883
5872	1396	860	1065
5873	4499	2533	3104
5874	1698	949	1468
5875	1096	640	1025
5876	3298	2145	2539
5877	2374	1795	2147
5878	3598	2334	2975
5879	3499	2799	3161
5880	4399	2631	3203
5881	1499	938	1382
5882	4899	3466	4120
5883	1597	1127	1383
5884	4598	3298	3715
5885	0	707	901
5886	363	371	712
5887	4057	2425	3058
5888	3199	2294	2675
5889	4099	3140	3690
5890	4057	2649	3259
5891	3499	2569	3050
5892	4999	3176	3884
5893	1595	1267	1441
5894	0	4918	5551
5895	3761	2477	2997
5896	3463	2457	2996
5897	0	4080	4630
5898	1978	1546	1813
5899	4599	3642	4064
5900	5599	3601	4255
5901	0	1083	1345
5902	3599	2592	3078
5903	2197	1781	2068
5904	4598	3212	3751
5905	5291	4349	4892
5906	1399	660	1271
5907	3799	2817	3312
5908	1384	789	1244
5909	0	277	469
5910	987	522	722
5911	1297	672	900
5912	3898	2932	3439
5913	0	3920	4524
5914	5299	3461	4172
5915	0	533	701
5916	3036	2055	2621
5917	0	1027	1380
5918	2099	1551	1906
5919	7199	4658	5515
5920	5999	3894	4663
5921	1579	735	976
5922	158	187	360
5923	2077	1126	1794
5924	1197	944	1124
5925	6899	5525	6250
5926	2742	1759	2132
5927	3899	2663	3200
5928	3298	2259	2818
5929	1763	1242	1389
5930	1354	960	1135
5931	974	456	905
5932	0	2271	2707
5933	1799	1070	1381
5934	0	1825	2556
5935	5699	3440	4097
5936	3099	2304	2703
5937	1399	816	1245
5938	2598	2003	2362
5939	2547	1921	2275
5940	0	1874	2246
5941	1497	1027	1387
5942	0	962	1603
5943	2571	1791	2337
5944	1663	941	1441
5945	0	804	1143
5946	2598	1707	2271
5947	1664	889	1158
5948	0	357	524
5949	1499	1099	1368
5950	1496	1028	1195
5951	0	795	895
5952	2598	1622	2220
5953	5699	4106	4854
5954	0	883	1322
5955	2078	1559	1739
5956	0	4032	4791
5957	0	837	1249
5958	258	272	536
5959	0	960	1462
5960	344	367	724
5961	261	272	533
5962	0	1127	1378
5963	2298	1721	2068
5964	0	5420	6070
5965	0	1302	1864
5966	1899	1182	1493
5967	0	3675	4168
5968	655	348	442
5969	3167	2511	2871
5970	3699	2485	3016
5971	1396	997	1270
5972	2154	1224	1741
5973	2474	1479	1885
5974	1565	954	1186
5975	1484	901	1368
5976	1077	637	1008
5977	3759	2754	3292
5978	0	382	568
5979	1898	1254	1714
5980	0	497	725
5981	2398	1928	2198
5982	0	2110	2792
5983	2198	1261	2008
5984	6198	3683	4480
5985	6499	3732	4612
5986	3899	2968	3422
5987	2598	2102	2355
5988	2599	1868	2209
5989	2174	1361	1778
5990	0	1584	1859
5991	3198	1597	2082
5992	152	178	356
5993	0	899	1357
5994	3699	2809	3285
5995	3899	2477	2942
5996	1149	527	1036
5997	0	607	782
5998	3799	2322	3013
5999	5798	3383	4209
6000	0	588	876
6001	1798	1100	1440
6002	2743	1865	2488
6003	2498	1852	2226
6004	2398	1542	1906
6005	0	832	1195
6006	2077	1552	1923
6007	1499	918	1167
6008	4799	3315	3939
6009	3599	2164	2630
6010	3098	1795	2463
6011	1398	880	1242
6012	0	3575	4271
6013	1698	998	1532
6014	1088	814	996
6015	5199	3426	4205
6016	1781	1487	1662
6017	2349	1310	2012
6018	0	2321	2907
6019	969	462	914
6020	0	3472	3847
6021	4199	3002	3713
6022	1780	1475	1647
6023	3999	2603	3154
6024	3199	1813	2234
6025	3898	2747	3481
6026	4099	2210	2840
6027	1468	1044	1324
6028	5299	3912	4503
6029	1799	1072	1645
6030	0	4637	5327
6031	4499	3011	3750
6032	2596	1810	2165
6033	3199	2540	2897
6034	3499	2679	3124
6035	104	302	363
6036	0	567	720
6037	2699	1822	2335
6038	1896	991	1209
6039	2097	1215	1797
6040	6099	4435	5131
6041	4398	3405	4009
6042	2698	1856	2399
6043	6398	5139	5743
6044	2177	1575	1855
6045	2099	1360	1914
6046	1726	1262	1441
6047	5599	3756	4518
6048	2599	1703	2377
6049	6199	3962	4663
6050	2398	1645	2100
6051	797	345	693
6052	0	2114	2443
6053	0	295	461
6054	4498	3270	4004
6055	2870	1835	2486
6056	2997	1857	2454
6057	0	3691	4417
6058	5599	3149	3871
6059	0	628	890
6060	5099	3124	3810
6061	2397	1446	2028
6062	5899	4580	5302
6063	936	471	800
6064	5498	3903	4656
6065	1399	1003	1260
6066	2078	1634	1899
6067	2198	1466	2015
6068	3099	2025	2767
6069	3199	2038	2519
6070	3298	2550	2819
6071	5399	3787	4375
6072	0	895	1162
6073	4299	3102	3645
6074	1355	615	1239
6075	4799	3181	3943
6076	0	2110	2392
6077	4099	2929	3439
6078	0	351	525
6079	0	1035	1631
6080	1597	727	1456
6081	2299	1699	2038
6082	1384	988	1199
6083	5938	4152	4821
6084	2199	1672	1868
6085	1999	1501	1780
6086	1599	751	1454
6087	255	268	555
6088	0	856	1357
6089	361	369	709
6090	1823	1248	1598
6091	0	4440	5002
6092	2399	1721	2178
6093	0	3751	4141
6094	1484	953	1186
6095	4499	3026	3721
6096	3098	2259	2534
6097	4399	2916	3450
6098	3699	2651	3351
6099	0	4007	4544
6100	7099	5638	6317
6101	1383	617	1260
6102	0	844	1286
6103	2799	1967	2199
6104	1680	1097	1361
6105	6099	4369	5063
6106	2699	1635	2079
6107	4299	3448	3841
6108	4599	3199	3639
6109	1581	813	1343
6110	2077	1463	1711
6111	3498	2458	3146
6112	0	360	540
6113	3698	2365	3042
6114	0	1023	1269
6115	1174	538	1054
6116	3799	2555	2938
6117	3198	1962	2590
6118	2598	1744	2165
6119	1798	1377	1648
6120	0	2096	2483
6121	0	1125	1456
6122	5599	3604	4351
6123	6999	4735	5432
6124	3199	2116	2604
6125	2699	1980	2292
6126	2671	1981	2427
6127	4099	3174	3641
6128	3298	2127	2774
6129	232	258	530
6130	2297	1263	1803
6131	759	412	536
6132	3699	2104	2744
6133	0	880	1375
6134	1598	730	1476
6135	7199	5673	6223
6136	0	1654	2029
6137	2349	1772	2114
6138	1598	714	1435
6139	2206	1576	2003
6140	2599	1625	2220
6141	2939	1418	1841
6142	1396	914	1102
6143	4299	2608	3314
6144	2176	1751	2020
6145	3498	2327	2880
6146	1187	684	1038
6147	2547	1875	2152
6148	4699	3613	4178
6149	0	2427	3145
6150	3068	2445	2806
6151	4899	3434	4071
6152	851	607	781
6153	0	3327	3840
6154	0	1272	1996
6155	4198	2799	3429
6156	3999	2540	3092
6157	2374	1787	2148
6158	1781	1347	1618
6159	171	506	676
6160	4698	3225	3849
6161	0	542	734
6162	1197	532	1048
6163	3999	2592	3185
6164	2098	1116	1796
6165	1992	1186	1736
6166	3099	2440	2783
6167	4199	3049	3619
6168	242	271	548
6169	2998	2282	2718
6170	1183	933	1123
6171	0	846	1107
6172	0	561	734
6173	2299	1606	2065
6174	1595	1038	1271
6175	6099	3770	4501
6176	2399	1662	1936
6177	1979	1304	1596
6178	842	508	699
6179	1566	910	1425
6180	1086	650	868
6181	1797	913	1183
6182	4199	2662	3232
6183	2197	1363	1915
6184	6799	4814	5535
6185	1880	797	1059
6186	3299	2540	3015
6187	1999	1295	1771
6188	2298	1459	2005
6189	2771	2163	2507
6190	3365	2400	2819
6191	3799	2697	3344
6192	3999	3102	3658
6193	0	565	838
6194	987	440	884
6195	3698	2742	3367
6196	0	1070	1336
6197	0	825	1102
6198	2969	2104	2546
6199	0	1180	1757
6200	1172	761	990
6201	1077	671	881
6202	4198	2809	3562
6203	2251	1350	1688
6204	2177	1749	2028
6205	2697	1682	2053
6206	1260	309	540
6207	1976	1442	1790
6208	2375	1784	2136
6209	249	271	562
6210	2297	1323	2042
6211	3099	2412	2787
6212	3860	2812	3265
6213	4355	2919	3505
6214	2154	1421	1899
6215	435	449	906
6216	2899	2230	2596
6217	2715	1811	2315
6218	0	2920	3566
6219	350	369	721
6220	3166	2292	2549
6221	3684	2470	2978
6222	3761	2697	3097
6223	976	696	857
6224	0	3387	3986
6225	4850	2000	2983
6226	0	711	1072
6227	0	702	1056
6228	0	621	998
6229	3898	2842	3490
6230	1665	1057	1490
6231	0	430	701
6232	0	1857	2569
6233	1727	1324	1592
6234	0	3737	4466
6235	1183	701	879
6236	1563	694	1402
6237	255	549	834
6238	5399	4010	4731
6239	1698	1054	1429
6240	3699	2326	2742
6241	0	4100	4751
6242	2298	1623	2056
6243	2599	1837	2384
6244	1996	1418	1724
6245	179	345	513
6246	1599	1190	1462
6247	1182	554	1085
6248	0	498	650
6249	0	534	709
6250	1498	1011	1378
6251	1699	1029	1592
6252	1495	726	1179
6253	7099	5189	5991
6254	1398	647	1270
6255	1599	1184	1376
6256	2154	1670	1928
6257	0	772	1213
6258	1171	863	951
6259	1582	708	1393
6260	2375	1903	2164
6261	3199	2520	2887
6262	434	457	914
6263	3199	1841	2326
6264	3298	2503	2892
6265	0	1276	1924
6266	169	190	362
6267	1285	795	1150
6268	1597	1084	1456
6269	3098	2440	2807
6270	844	528	779
6271	969	447	886
6272	1998	1526	1792
6273	0	652	764
6274	4399	3226	3962
6275	2398	1554	2132
6276	0	1628	1991
6277	0	4217	5051
6278	1698	1239	1516
6279	2999	2414	2789
6280	0	1813	2102
6281	3266	2547	2899
6282	1996	1446	1802
6283	1581	729	1454
6284	4398	3104	3615
6285	3497	2388	2814
6286	1698	1201	1560
6287	0	547	833
6288	0	2361	3016
6289	2398	1832	2183
6290	1596	730	1452
6291	1696	1255	1520
6292	181	186	367
6293	996	484	938
6294	2078	1155	1763
6295	2276	1490	2018
6296	2899	2066	2518
6297	2771	1748	2201
6298	789	444	616
6299	0	716	984
6300	1860	1229	1690
6301	2499	1610	2279
6302	0	752	851
6303	2698	1770	2354
6304	3998	3145	3583
6305	2076	1613	1805
6306	2099	1183	1909
6307	1998	1171	1826
6308	3199	2153	2545
6309	0	933	1434
6310	3266	1967	2402
6311	0	613	941
6312	6699	5381	6072
6313	1370	609	894
6314	4499	3046	3466
6315	2399	1559	1755
6316	3599	2936	3281
6317	1272	747	887
6318	2199	1192	1816
6319	2699	2154	2513
6320	1697	1240	1407
6321	5399	3951	4597
6322	4499	3411	4020
6323	2998	2000	2628
6324	4599	3315	3848
6325	5345	3489	4180
